0,1,2
72.89783106040778,0.11223733626056953,-0.5346066137503687
73.83882466642042,0.25631555827176944,-0.7983270552092063
73.06064652826166,0.25008104288706895,-0.7009970820053046
73.38290206232563,0.2127454379975415,-0.6689568098575589
73.06756055887627,0.11081597955372975,-0.5598085012456935
73.28192363324456,0.12016487853310927,-0.5785367027192305
73.71599482863738,0.1628011711045577,-0.6545805562535945
72.72867766819549,0.11985791818147731,-0.5639260492175624
73.27245939930259,0.22055698794035458,-0.6580905497457279
73.36160867880736,0.13799540876715782,-0.627515495939226
73.1988131288345,0.11037901122197198,-0.5977542401849014
73.52021547930627,0.18433964492453886,-0.6644603324449645
73.74890608852616,0.30811275996900866,-0.9037063841016653
73.44085114239434,0.20767017509218377,-0.6752416111961612
73.21495322786387,0.16326092779271964,-0.6367706379577991
73.17522782386695,0.2497189445542927,-0.70878758695527
73.05546996976577,0.11189190700819521,-0.5498235362942117
72.9754925896185,0.12935769041575368,-0.5666946230278012
73.10738236521546,0.18474342942748595,-0.6311223418701144
73.3427147714884,0.26925559297174717,-0.732122292135585
73.38453452331643,0.306003700789104,-0.8405673349390543
73.56593621782721,0.1565150039577204,-0.6627354635367133
73.54260998055123,0.25237714062646066,-0.7374400677539577
72.81534879026897,0.23627133207050605,-0.6385991966348725
73.20325921095287,0.1781992741320105,-0.6274446808272685
73.31286258388454,0.10229995467949744,-0.5729128510334882
72.94047611673406,0.14639229238156065,-0.570755307271255
73.49680838273399,0.2320255304058995,-0.7029228806412517
72.87731577506575,0.2010780156310179,-0.652957229903937
73.17056629158915,0.1745689093583419,-0.6288462129380092
73.08402626564288,0.16001560261599226,-0.5829465946329069
73.53146594640744,0.1988788776972174,-0.6971131859188264
73.46322548434716,0.17447746427407118,-0.6449426199022466
73.42410254618486,0.17117066253242263,-0.6337810077902206
73.21424597761506,0.13162047874277005,-0.591151093183256
73.2655216887638,0.34243625474286876,-0.8590909004220386
73.17589552165401,0.1656936527739114,-0.596095189930061
73.30396713628286,0.26230702288082264,-0.7321479139484843
73.22950266198087,0.26840872844313063,-0.7049847790633921
72.73383421652933,0.29071015907966136,-0.7072275876665877
73.09991495402346,0.1759556838881274,-0.6267975659393006
73.14563184821074,0.24788274223336307,-0.7099273847321386
73.06793971552904,0.23077761043408018,-0.6751269719239508
72.79319798814836,0.17247510225558926,-0.5668685386853038
73.27180822944244,0.15537533057352795,-0.6231170686397869
73.11978048716799,0.27980105077218725,-0.7463289831957347
73.17265871036778,0.10044600501026599,-0.5663476392403581
73.13027079963834,0.1437014620737821,-0.5769333239985581
73.50650754783393,0.40752553619736387,-1.0219930675714677
73.51895277370761,0.2704812011058704,-0.8084773430565872
73.557050785529,0.17657912786681268,-0.6644411982535847
73.49520283395924,0.2066374268089119,-0.7048037920921324
73.29563639751507,0.12221577131223457,-0.5757651466000513
73.11324781826903,0.2568610793635594,-0.7047208346494582
73.24582824543089,0.14548153975839173,-0.6061946960232896
73.5828374202536,0.1891569832004316,-0.6581730521636944
72.97015691265034,0.2605008398762425,-0.6807698842908227
73.15062095505253,0.16971465405209746,-0.6308578441671222
73.20614915177926,0.16309613860472594,-0.6208534220612831
73.05348492174133,0.13891153035516215,-0.5596910919571991
73.19189572111812,0.28331110510740143,-0.7499428021059236
73.4506616351535,0.1645455923950292,-0.6418344731766106
73.1506567537077,0.21635078905946084,-0.6248178257197048
73.10209517524207,0.16187176382451976,-0.6098059593437941
73.70226432438128,0.32623903341346605,-0.8476310950981261
73.40394362391145,0.16826781280794623,-0.6310539532349417
