0,1,2,3,4
0.7210124411161426,0.10249919442991533,0.022716413392271206,147.36876425907383,-0.6694438047785951
0.7224900997850257,0.09360578719685432,0.022702456309804463,187.15172506536396,-0.6472473084532475
0.7217884795759513,0.12178037586903612,0.022611676323609182,153.7415124084126,-0.7066830711257539
0.72260033457589,0.10065250106232257,0.022816149950363997,165.00272070152892,-0.6768025539583462
0.7202718925207331,0.1065152209524474,0.022247659595707372,163.5203927572815,-0.6751184967633008
0.7238364214935743,0.10090244507477272,0.02279411195704215,181.48105542631959,-0.6902836338346992
0.7272204180595484,0.12228089874408835,0.022832415617478764,171.89717006090285,-0.7445964776481577
0.7232552187238003,0.09000512406659271,0.022821580805877918,187.41003748732717,-0.6689362279224058
0.7204885706011139,0.1073427733039028,0.022768219675154286,172.6232597875411,-0.6658365269633344
0.7214523759183575,0.13991788645250336,0.02240626679001667,181.43088778761853,-0.7342574759325617
0.7227979854115013,0.12693309856877974,0.022571837891427714,184.2346384507024,-0.7104245701107694
0.7261771438612894,0.09577376679806905,0.02238315975348396,174.3792310856823,-0.6969817614043841
0.7276878969354821,0.1600760806994829,0.022619633472337843,171.39779236974874,-0.8929336624213295
0.7246965854361912,0.11640590320039727,0.02238582360333227,183.01379319095386,-0.7311444868363086
0.7248627297136822,0.0960527547935527,0.022789895527381955,150.90745595938878,-0.7021051981430575
0.7256153249069931,0.12280845452644681,0.022563529697344046,190.39381906945943,-0.7582281058391829
0.7247301917956592,0.12499276370119236,0.0224556260306477,172.38996038491945,-0.76202247978569
0.7267424046629992,0.11455834408912705,0.022377928223412384,173.26498480914944,-0.7583060301774884
0.7204288428263794,0.11829453708017608,0.02229142863389087,181.90094032511104,-0.6593358372530362
0.7214389333532567,0.12258653292324595,0.022416467617716106,168.9930847040518,-0.702265198060176
0.727367016493559,0.1491650432512191,0.022303732498253185,180.16580715948623,-0.8130636844614529
0.7231484237117491,0.1004652180425792,0.022556760927866553,163.12327544916386,-0.640235197827834
0.7239059035884323,0.1157813243916219,0.022102923183611862,182.46793533106404,-0.705176831525635
0.7212561260084838,0.09865688516441844,0.022428975421020462,174.77779578882323,-0.6482393388630574
0.7238444308992988,0.09010679066322214,0.021886377363451042,162.07157377267526,-0.6438345556599041
0.7274435400599497,0.12109506509078878,0.02214027286957876,169.5063821018564,-0.7630253311621942
0.7244333622109456,0.09436649954117476,0.022359464001817108,186.74299688015128,-0.6545342232406912
0.7244498145990796,0.09532947713102634,0.022401805333820326,150.1179936706572,-0.6513109043388097
