0,1,2,3
0.7185880131502106,0.1491231290754195,-0.5781867145680637,-1.2867311838598599
0.7210895515097877,0.19331709063642977,-0.7049512882333915,-1.8780696892130886
0.7233102758069672,0.11855384098788911,-0.6274050092100738,-0.807887539188118
0.7172989217244408,0.14221017318106968,-0.5361359682936706,-1.591691445886323
0.7236105677659121,0.1663491602472184,-0.7310935843449888,-0.8591833898782113
0.7238882050121135,0.1874621629955428,-0.7968016816191508,-1.0153903205225703
0.7169231087108167,0.18281811416193366,-0.6504355591291839,-1.5683774015673322
0.7195326059360398,0.1642640886420832,-0.6514302207753382,-1.2541229112350532
0.7186878684500235,0.14855305395359591,-0.5167429193921931,-1.3632282062696883
0.7215953036475109,0.10830142796814277,-0.6339393839041685,-0.33684043406910447
0.7207247598344027,0.16820634456703715,-0.7241353566751858,-0.6465686593526421
0.7200234609788354,0.186689161817383,-0.7236739225179389,-1.0521799811162507
0.7235799810125708,0.14530609103358783,-0.673364031146819,-0.9994600711969066
0.7170443991608616,0.12103737287603991,-0.540912578926092,-0.8400677956385472
0.722453716824223,0.18757213091784403,-0.7379169544041799,-1.5463107883035436
0.7170949141337625,0.17022567917488585,-0.5901062767259779,-1.5833298634048538
0.7202213064745611,0.1438382872903612,-0.5592137122277898,-1.7328677583987613
0.7164136437770054,0.09225298040536882,-0.5939394925744823,0.08879087408936037
0.718249419978754,0.19219724577925507,-0.6785551181920602,-1.5437565513877143
0.7260472430968687,0.16848743860461435,-0.753314121055529,-0.8203040911299422
0.7147895754052918,0.19189769610004487,-0.7628883868289147,-0.5745174179429313
0.7217108306044496,0.16540242467393676,-0.6288947794831088,-1.4729371720831455
0.7195755227847217,0.1999390953324568,-0.7659703531152711,-1.2064426215062882
0.7194022400970719,0.13301311992439946,-0.5869622284998672,-0.6948272697902464
0.7202160602452511,0.16126592366383977,-0.5979710164922332,-1.6327591540380901
0.7199941217924258,0.17980024345908535,-0.6455028509911991,-1.9313097195938207
0.7245832146051538,0.1488503012716212,-0.8436300565663353,0.5920969420277746
0.7178027232417344,0.07123899459987107,-0.49810613691591943,-0.4306407264711065
0.7149056057760831,0.14224928098470824,-0.48049101409514816,-1.8249493937656571
0.7233113814558648,0.17770907908526484,-0.8001038934026419,-0.7082717453655465
0.7234911433060136,0.1424565008672711,-0.712133431369153,-0.5173190196319335
0.7200807669118358,0.07964237474229115,-0.5520377403356129,-0.1315409669355867
0.7207247598344027,0.16820634456703715,-0.7241353566751858,-0.6465686593526421
0.7204166523806839,0.08462716271409884,-0.5527093626769892,-0.346463353436117
0.7180000512413809,0.15765030992145057,-0.559978751175431,-1.7562935596204143
0.7192126633173886,0.17518487497305385,-0.6185247999920569,-1.8358710638974804
0.7149585904223182,0.16875014442310038,-0.5123429867084348,-1.9940655008693626
0.7171647336425824,0.14803223436478857,-0.5392996928573106,-1.387736123461509
0.7210075433451305,0.05103054416515398,-0.5932898707813756,0.32396301815014095
0.7114993008435976,0.14528615111785226,-0.5575835535537224,-1.0059357133449658
0.7207127311930164,0.18675465255297796,-0.7294028308240474,-1.4106916338714695
0.7204168997691843,0.1444141840271725,-0.6651526804144061,-0.7265021053487313
0.7243143380903556,0.16999307767769467,-0.7647919701560597,-0.7175745309085493
0.7187352185782306,0.15987675548527427,-0.5995360374431757,-1.6341820898449781
0.7147670355323701,0.1674697939744766,-0.5271360520503838,-1.7381243421781334
0.7207917742503613,0.1530578614386488,-0.6345614589436064,-1.0827491926116737
0.723853831538096,0.17973663504759618,-0.8438922460324298,-0.18961353146999183
0.7185394098541414,0.11765334002657592,-0.5319802885675051,-1.025572162524727
0.7179440670337497,0.1776183129636814,-0.6486029243540663,-1.5997579994663376
0.7147337486019619,0.1512543112296392,-0.5280911345298573,-1.9813930187464392
0.7206494667482662,0.07552296490668153,-0.5545546703577444,-0.5118671712228373
0.7160656228276199,0.11419493374356823,-0.5105480282760881,-0.9381500668824996
