0.000000000000000000e+00 2.436289100257909013e+01 5.875010650688044933e+01
6.887115577889447310e-03 2.657672976324420233e+01 5.858497690172625738e+01
1.377423115577889462e-02 2.886701295891225527e+01 5.843520110040914517e+01
2.066134673366834193e-02 3.123400823434576523e+01 5.829985693418910131e+01
2.754846231155778924e-02 3.367796844940676237e+01 5.817804608458087756e+01
3.443557788944723308e-02 3.619913154736877914e+01 5.806889587103434280e+01
4.132269346733668386e-02 3.879772042660442821e+01 5.797156081475043976e+01
4.820980904522613464e-02 4.147394281605011201e+01 5.788522398292671056e+01
5.509692462311557848e-02 4.422799115417774374e+01 5.780909811963854850e+01
6.198404020100502232e-02 4.706004247196688084e+01 5.774242657189455485e+01
6.887115577889446616e-02 4.997025827918150753e+01 5.768448402029810751e+01
7.575827135678392388e-02 5.295878445503785770e+01 5.763457702542929439e+01
8.264538693467336772e-02 5.602575114235969522e+01 5.759204440152408466e+01
8.953250251256281156e-02 5.917127264574673973e+01 5.755625742968435077e+01
9.641961809045226928e-02 6.239544733346974681e+01 5.752661992331402274e+01
1.033067336683416992e-01 6.569835754418363649e+01 5.750256815815266975e+01
1.101938492462311570e-01 6.908006949626951609e+01 5.748357067965457645e+01
1.170809648241206008e-01 7.254063320301793283e+01 5.746912799967804375e+01
1.239680804020100446e-01 7.608008239015043728e+01 5.745877219441153727e+01
1.308551959798995024e-01 7.969843441892771807e+01 5.745206641476750065e+01
1.377423115577889323e-01 8.339569021267425342e+01 5.744860431984680815e+01
1.446294271356783900e-01 8.717183418785634785e+01 5.744800944359442951e+01
1.515165427135678478e-01 9.102683418933520443e+01 5.744993450388346190e+01
1.584036582914572777e-01 9.496064142977729716e+01 5.745406066269364942e+01
1.652907738693467354e-01 9.897319043370180225e+01 5.746009674530346700e+01
1.721778894472361654e-01 1.030643989855952896e+02 5.746777842573711581e+01
1.790650050251256231e-01 1.072341680828426433e+02 5.747686738492557623e+01
1.859521206030150808e-01 1.114823818926356580e+02 5.748715044757911130e+01
1.928392361809045386e-01 1.158089077132526654e+02 5.749843870298305148e+01
1.997263517587939685e-01 1.202135959405782160e+02 5.751056661439423578e+01
2.066134673366833985e-01 1.246962800381174929e+02 5.752339112119172171e+01
2.135005829145728562e-01 1.292567765124267680e+02 5.753679073742997474e+01
2.203876984924623139e-01 1.338948848921882018e+02 5.755066464995931597e+01
2.272748140703517716e-01 1.386103877128384738e+02 5.756493181882542842e+01
2.341619296482412016e-01 1.434030505048349369e+02 5.757953008241887005e+01
2.410490452261306316e-01 1.482726217871222616e+02 5.759441526923645682e+01
2.479361608040200893e-01 1.532188330649614727e+02 5.760956031818913914e+01
2.548232763819095470e-01 1.582413988325433820e+02 5.762495440872271502e+01
2.617103919597990047e-01 1.633400165798475427e+02 5.764060210208813118e+01
2.685975075376884624e-01 1.685143668044456717e+02 5.765652249477578550e+01
2.754846231155778646e-01 1.737641130281826918e+02 5.767274838489943534e+01
2.823717386934673224e-01 1.790889018178536389e+02 5.768932545231399445e+01
2.892588542713567801e-01 1.844883628112120277e+02 5.770631145299184084e+01
2.961459698492462378e-01 1.899621087468749465e+02 5.772377542819371854e+01
3.030330854271356955e-01 1.955097354998670198e+02 5.774179692881276793e+01
3.099202010050251532e-01 2.011308221209833391e+02 5.776046525525902808e+01
3.168073165829145554e-01 2.068249308810773073e+02 5.777987871319484015e+01
3.236944321608040687e-01 2.125916073202179177e+02 5.780014388540210035e+01
3.305815477386934709e-01 2.184303803012189746e+02 5.782137492009072588e+01
3.374686633165828731e-01 2.243407620676925944e+02 5.784369283582986299e+01
3.443557788944723308e-01 2.303222483075142009e+02 5.786722484347780693e+01
3.512428944723617885e-01 2.363743182198227260e+02 5.789210368531196593e+01
3.581300100502512462e-01 2.424964345871358091e+02 5.791846699176682733e+01
3.650171256281407040e-01 2.486880438525031423e+02 5.794645665595837158e+01
3.719042412060301617e-01 2.549485762005483593e+02 5.797621822656153512e+01
3.787913567839196194e-01 2.612774456433294290e+02 5.800790031921758327e+01
3.856784723618090771e-01 2.676740501107569798e+02 5.804165404706768072e+01
3.925655879396985348e-01 2.741377715458816056e+02 5.807763247073263102e+01
3.994527035175879370e-01 2.806679760039032772e+02 5.811599006832770442e+01
4.063398190954773392e-01 2.872640137562912059e+02 5.815688222594419443e+01
4.132269346733667970e-01 2.939252193997058384e+02 5.820046474914482104e+01
4.201140502512562547e-01 3.006509119679899413e+02 5.824689339606011629e+01
4.270011658291457124e-01 3.074403950500695828e+02 5.829632343258055727e+01
4.338882814070351701e-01 3.142929569115790400e+02 5.834890921028383559e+01
4.407753969849246278e-01 3.212078706204838454e+02 5.840480376763827763e+01
4.476625125628140855e-01 3.281843941778333829e+02 5.846415845503690178e+01
4.545496281407035433e-01 3.352217706521864784e+02 5.852712258424731573e+01
